    0.10000E+00   0.25000E-02
    0.20000E+00   0.12500E-01
    0.30000E+00   0.32500E-01
    0.40000E+00   0.62500E-01
    0.50000E+00   0.10250E+00
    0.60000E+00   0.15250E+00
    0.70000E+00   0.21250E+00
    0.80000E+00   0.28252E+00
    0.90000E+00   0.36239E+00
    0.10000E+01   0.45005E+00
    0.11000E+01   0.53780E+00
    0.12000E+01   0.61100E+00
    0.13000E+01   0.65500E+00
    0.14000E+01   0.66558E+00
    0.15000E+01   0.64920E+00
    0.16000E+01   0.61334E+00
    0.17000E+01   0.56235E+00
    0.18000E+01   0.50251E+00
    0.19000E+01   0.44190E+00
    0.20000E+01   0.38326E+00
    0.21000E+01   0.32430E+00
    0.22000E+01   0.26551E+00
    0.23000E+01   0.21050E+00
    0.24000E+01   0.16010E+00
    0.25000E+01   0.11311E+00
    0.26000E+01   0.70638E-01
    0.27000E+01   0.34346E-01
    0.28000E+01   0.38316E-02
    0.29000E+01  -0.20430E-01
    0.30000E+01  -0.34807E-01
    0.31000E+01  -0.33878E-01
    0.32000E+01  -0.10212E-01
    0.33000E+01   0.44059E-01
    0.34000E+01   0.12860E+00
    0.35000E+01   0.22942E+00
    0.36000E+01   0.32687E+00
    0.37000E+01   0.40844E+00
    0.38000E+01   0.47373E+00
    0.39000E+01   0.52860E+00
    0.40000E+01   0.57425E+00
    0.41000E+01   0.60431E+00
    0.42000E+01   0.61457E+00
    0.43000E+01   0.60869E+00
    0.44000E+01   0.59069E+00
    0.45000E+01   0.56022E+00
    0.46000E+01   0.51886E+00
    0.47000E+01   0.47255E+00
    0.48000E+01   0.42583E+00
    0.49000E+01   0.37908E+00
    0.50000E+01   0.33080E+00
    0.51000E+01   0.27828E+00
    0.52000E+01   0.21737E+00
