    0.10000E+00   0.29167E-02
    0.20000E+00   0.15416E-01
    0.30000E+00   0.37922E-01
    0.40000E+00   0.70395E-01
    0.50000E+00   0.11293E+00
    0.60000E+00   0.16574E+00
    0.70000E+00   0.22689E+00
    0.80000E+00   0.29892E+00
    0.90000E+00   0.38962E+00
    0.10000E+01   0.48759E+00
    0.11000E+01   0.57007E+00
    0.12000E+01   0.63006E+00
    0.13000E+01   0.66192E+00
    0.14000E+01   0.66078E+00
    0.15000E+01   0.63590E+00
    0.16000E+01   0.59394E+00
    0.17000E+01   0.54241E+00
    0.18000E+01   0.48578E+00
    0.19000E+01   0.42599E+00
    0.20000E+01   0.36605E+00
    0.21000E+01   0.30689E+00
    0.22000E+01   0.25110E+00
    0.23000E+01   0.19591E+00
    0.24000E+01   0.14267E+00
    0.25000E+01   0.10136E+00
    0.26000E+01   0.69270E-01
    0.27000E+01   0.28919E-01
    0.28000E+01  -0.19627E-01
    0.29000E+01  -0.55261E-01
    0.30000E+01  -0.62493E-01
    0.31000E+01  -0.35796E-01
    0.32000E+01   0.20704E-01
