    0.50000E+01    0.94591E-01
    0.10000E+02    0.12548E+00
    0.15000E+02    0.14674E+00
    0.20000E+02    0.16353E+00
    0.25000E+02    0.17763E+00
    0.30000E+02    0.18981E+00
    0.35000E+02    0.20062E+00
    0.40000E+02    0.21058E+00
    0.45000E+02    0.21972E+00
    0.50000E+02    0.22820E+00
    0.55000E+02    0.23612E+00
    0.60000E+02    0.24356E+00
    0.65000E+02    0.25060E+00
    0.70000E+02    0.25727E+00
    0.75000E+02    0.26363E+00
    0.80000E+02    0.26972E+00
    0.85000E+02    0.27555E+00
    0.90000E+02    0.28115E+00
    0.95000E+02    0.28655E+00
    0.10000E+03    0.29176E+00
