    0.50000E+01    0.12365E+00
    0.10000E+02    0.16325E+00
    0.15000E+02    0.19053E+00
    0.20000E+02    0.21213E+00
    0.25000E+02    0.23029E+00
    0.30000E+02    0.24570E+00
    0.35000E+02    0.25986E+00
    0.40000E+02    0.27271E+00
    0.45000E+02    0.28452E+00
    0.50000E+02    0.29546E+00
    0.55000E+02    0.30569E+00
    0.60000E+02    0.31531E+00
    0.65000E+02    0.32440E+00
    0.70000E+02    0.33303E+00
    0.75000E+02    0.34126E+00
    0.80000E+02    0.34912E+00
    0.85000E+02    0.35666E+00
    0.90000E+02    0.36391E+00
    0.95000E+02    0.37090E+00
    0.10000E+03    0.37764E+00
