    0.50000E+01    0.83102E-01
    0.10000E+02    0.10957E+00
    0.15000E+02    0.12759E+00
    0.20000E+02    0.14171E+00
    0.25000E+02    0.15344E+00
    0.30000E+02    0.16372E+00
    0.35000E+02    0.17286E+00
    0.40000E+02    0.18104E+00
    0.45000E+02    0.18864E+00
    0.50000E+02    0.19568E+00
    0.55000E+02    0.20225E+00
    0.60000E+02    0.20842E+00
    0.65000E+02    0.21424E+00
    0.70000E+02    0.21977E+00
    0.75000E+02    0.22503E+00
    0.80000E+02    0.23006E+00
    0.85000E+02    0.23488E+00
    0.90000E+02    0.23951E+00
    0.95000E+02    0.24397E+00
    0.10000E+03    0.24827E+00
