    0.50000E+01    0.94753E-01
    0.10000E+02    0.12584E+00
    0.15000E+02    0.14705E+00
    0.20000E+02    0.16384E+00
    0.25000E+02    0.17795E+00
    0.30000E+02    0.19025E+00
    0.35000E+02    0.20122E+00
    0.40000E+02    0.21116E+00
    0.45000E+02    0.22030E+00
    0.50000E+02    0.22847E+00
    0.55000E+02    0.23640E+00
    0.60000E+02    0.24386E+00
    0.65000E+02    0.25091E+00
    0.70000E+02    0.25760E+00
    0.75000E+02    0.26397E+00
    0.80000E+02    0.27006E+00
    0.85000E+02    0.27590E+00
    0.90000E+02    0.28151E+00
    0.95000E+02    0.28692E+00
    0.10000E+03    0.29214E+00
