  0.42265E+00  0.78868E+00  0.78845E+05  0.18401E+05 -0.48733E+04
  0.42265E+00  0.78868E+00  0.15894E+06  0.36607E+05 -0.99357E+04
  0.42265E+00  0.78868E+00  0.23950E+06  0.54481E+05 -0.15208E+05
  0.42265E+00  0.78868E+00  0.31978E+06  0.71906E+05 -0.20697E+05
  0.42265E+00  0.78868E+00  0.39918E+06  0.88795E+05 -0.26398E+05
  0.42265E+00  0.78868E+00  0.47721E+06  0.10509E+06 -0.32299E+05
  0.42265E+00  0.78868E+00  0.55354E+06  0.12076E+06 -0.38379E+05
  0.42265E+00  0.78868E+00  0.62795E+06  0.13579E+06 -0.44615E+05
  0.42265E+00  0.78868E+00  0.70025E+06  0.15018E+06 -0.50984E+05
  0.42265E+00  0.78868E+00  0.77050E+06  0.16396E+06 -0.57458E+05
  0.42265E+00  0.78868E+00  0.83870E+06  0.17716E+06 -0.64017E+05
  0.42265E+00  0.78868E+00  0.90489E+06  0.18980E+06 -0.70642E+05
  0.42265E+00  0.78868E+00  0.96916E+06  0.20193E+06 -0.77314E+05
  0.42265E+00  0.78868E+00  0.10316E+07  0.21356E+06 -0.84019E+05
  0.42265E+00  0.78868E+00  0.10923E+07  0.22474E+06 -0.90743E+05
  0.42265E+00  0.78868E+00  0.11500E+07  0.23511E+06 -0.97360E+05
  0.42265E+00  0.78868E+00  0.12074E+07  0.24544E+06 -0.10408E+06
  0.42265E+00  0.78868E+00  0.12635E+07  0.25542E+06 -0.11080E+06
  0.42265E+00  0.78868E+00  0.13183E+07  0.26506E+06 -0.11750E+06
  0.42265E+00  0.78868E+00  0.13718E+07  0.27437E+06 -0.12419E+06
  0.42265E+00  0.78868E+00  0.14242E+07  0.28340E+06 -0.13084E+06
  0.42265E+00  0.78868E+00  0.14756E+07  0.29214E+06 -0.13747E+06
  0.42265E+00  0.78868E+00  0.15259E+07  0.30063E+06 -0.14407E+06
  0.42265E+00  0.78868E+00  0.15753E+07  0.30887E+06 -0.15063E+06
  0.42265E+00  0.78868E+00  0.16238E+07  0.31689E+06 -0.15715E+06
  0.42265E+00  0.78868E+00  0.16715E+07  0.32470E+06 -0.16364E+06
  0.42265E+00  0.78868E+00  0.17184E+07  0.33230E+06 -0.17008E+06
  0.42265E+00  0.78868E+00  0.17646E+07  0.33972E+06 -0.17649E+06
  0.42265E+00  0.78868E+00  0.18101E+07  0.34697E+06 -0.18285E+06
  0.42265E+00  0.78868E+00  0.18550E+07  0.35405E+06 -0.18917E+06
  0.42265E+00  0.78868E+00  0.18993E+07  0.36097E+06 -0.19544E+06
  0.42265E+00  0.78868E+00  0.19430E+07  0.36775E+06 -0.20167E+06
