  0.42530E+00  0.78613E+00  0.77764E+05  0.18192E+05 -0.53889E+04
  0.42801E+00  0.78355E+00  0.15457E+06  0.35785E+05 -0.11983E+05
  0.43076E+00  0.78095E+00  0.22962E+06  0.52676E+05 -0.19750E+05
  0.43350E+00  0.77835E+00  0.30226E+06  0.68795E+05 -0.28611E+05
  0.43623E+00  0.77574E+00  0.37200E+06  0.84114E+05 -0.38454E+05
  0.43891E+00  0.77315E+00  0.43854E+06  0.98630E+05 -0.49151E+05
  0.44154E+00  0.77057E+00  0.50171E+06  0.11237E+06 -0.60570E+05
  0.44411E+00  0.76801E+00  0.56151E+06  0.12537E+06 -0.72581E+05
  0.44659E+00  0.76547E+00  0.61793E+06  0.13767E+06 -0.85070E+05
  0.44901E+00  0.76296E+00  0.67118E+06  0.14932E+06 -0.97930E+05
  0.45135E+00  0.76048E+00  0.72141E+06  0.16039E+06 -0.11108E+06
  0.45361E+00  0.75802E+00  0.76879E+06  0.17092E+06 -0.12444E+06
  0.45580E+00  0.75559E+00  0.81352E+06  0.18096E+06 -0.13795E+06
  0.45791E+00  0.75319E+00  0.85579E+06  0.19055E+06 -0.15157E+06
  0.45996E+00  0.75082E+00  0.89577E+06  0.19973E+06 -0.16525E+06
  0.46189E+00  0.74857E+00  0.93271E+06  0.20816E+06 -0.17862E+06
  0.46381E+00  0.74625E+00  0.96857E+06  0.21660E+06 -0.19230E+06
  0.46567E+00  0.74396E+00  0.10026E+07  0.22473E+06 -0.20598E+06
  0.46748E+00  0.74170E+00  0.10351E+07  0.23258E+06 -0.21963E+06
  0.46923E+00  0.73945E+00  0.10659E+07  0.24016E+06 -0.23324E+06
  0.47094E+00  0.73723E+00  0.10953E+07  0.24750E+06 -0.24680E+06
  0.47259E+00  0.73503E+00  0.11234E+07  0.25462E+06 -0.26030E+06
  0.47421E+00  0.73284E+00  0.11502E+07  0.26152E+06 -0.27373E+06
  0.47578E+00  0.73068E+00  0.11759E+07  0.26823E+06 -0.28709E+06
  0.47732E+00  0.72854E+00  0.12005E+07  0.27476E+06 -0.30037E+06
  0.47881E+00  0.72641E+00  0.12240E+07  0.28112E+06 -0.31358E+06
  0.48027E+00  0.72430E+00  0.12466E+07  0.28732E+06 -0.32670E+06
  0.48170E+00  0.72221E+00  0.12683E+07  0.29338E+06 -0.33975E+06
  0.48310E+00  0.72013E+00  0.12891E+07  0.29929E+06 -0.35271E+06
  0.48446E+00  0.71807E+00  0.13091E+07  0.30508E+06 -0.36559E+06
  0.48580E+00  0.71602E+00  0.13284E+07  0.31074E+06 -0.37839E+06
  0.48711E+00  0.71399E+00  0.13469E+07  0.31629E+06 -0.39110E+06
