  0.42265E+00  0.78868E+00  0.78767E+05  0.87210E+04 -0.48532E+04
  0.42265E+00  0.78868E+00  0.15904E+06  0.17546E+05 -0.98568E+04
  0.42265E+00  0.78868E+00  0.23997E+06  0.26420E+05 -0.15036E+05
  0.42265E+00  0.78868E+00  0.32080E+06  0.35288E+05 -0.20405E+05
  0.42265E+00  0.78868E+00  0.40087E+06  0.44098E+05 -0.25966E+05
  0.42265E+00  0.78868E+00  0.47966E+06  0.52805E+05 -0.31714E+05
  0.42265E+00  0.78868E+00  0.55681E+06  0.61374E+05 -0.37636E+05
  0.42265E+00  0.78868E+00  0.63207E+06  0.69779E+05 -0.43716E+05
  0.42265E+00  0.78868E+00  0.70524E+06  0.77988E+05 -0.49940E+05
  0.42265E+00  0.78868E+00  0.77638E+06  0.86012E+05 -0.56280E+05
  0.42265E+00  0.78868E+00  0.84547E+06  0.93842E+05 -0.62723E+05
  0.42265E+00  0.78868E+00  0.91256E+06  0.10148E+06 -0.69253E+05
  0.42265E+00  0.78868E+00  0.97773E+06  0.10893E+06 -0.75856E+05
  0.42265E+00  0.78868E+00  0.10411E+07  0.11620E+06 -0.82519E+05
  0.42265E+00  0.78868E+00  0.11027E+07  0.12329E+06 -0.89229E+05
  0.42265E+00  0.78868E+00  0.11627E+07  0.13022E+06 -0.95979E+05
  0.42265E+00  0.78868E+00  0.12196E+07  0.13670E+06 -0.10260E+06
  0.42265E+00  0.78868E+00  0.12765E+07  0.14331E+06 -0.10939E+06
  0.42265E+00  0.78868E+00  0.13322E+07  0.14979E+06 -0.11620E+06
  0.42265E+00  0.78868E+00  0.13866E+07  0.15615E+06 -0.12303E+06
  0.42265E+00  0.78868E+00  0.14399E+07  0.16239E+06 -0.12986E+06
  0.42265E+00  0.78868E+00  0.14921E+07  0.16851E+06 -0.13669E+06
