      17   0.99786E+01  -0.11634E+00  -0.21419E-01  -0.61634E+00  -0.10000E+01
      17   0.99155E+01  -0.72246E+00  -0.84545E-01  -0.12225E+01  -0.20000E+01
      17   0.98138E+01  -0.13091E+01  -0.18617E+00  -0.18091E+01  -0.30000E+01
      17   0.96785E+01  -0.18688E+01  -0.32150E+00  -0.23688E+01  -0.40000E+01
      17   0.95152E+01  -0.23960E+01  -0.48479E+00  -0.28960E+01  -0.50000E+01
      17   0.93300E+01  -0.28874E+01  -0.66996E+00  -0.33874E+01  -0.60000E+01
      17   0.91288E+01  -0.33417E+01  -0.87123E+00  -0.38417E+01  -0.70000E+01
      17   0.89168E+01  -0.37587E+01  -0.10832E+01  -0.42587E+01  -0.80000E+01
      17   0.86985E+01  -0.41398E+01  -0.13015E+01  -0.46398E+01  -0.90000E+01
      17   0.84776E+01  -0.44871E+01  -0.15224E+01  -0.49871E+01  -0.10000E+02
      17   0.82571E+01  -0.48028E+01  -0.17429E+01  -0.53028E+01  -0.11000E+02
      17   0.80392E+01  -0.50897E+01  -0.19608E+01  -0.55897E+01  -0.12000E+02
      17   0.78270E+01  -0.53480E+01  -0.21730E+01  -0.58480E+01  -0.13000E+02
      17   0.76195E+01  -0.55843E+01  -0.23805E+01  -0.60843E+01  -0.14000E+02
      17   0.74180E+01  -0.57995E+01  -0.25820E+01  -0.62995E+01  -0.15000E+02
      17   0.72233E+01  -0.59956E+01  -0.27767E+01  -0.64956E+01  -0.16000E+02
      17   0.70356E+01  -0.61746E+01  -0.29644E+01  -0.66746E+01  -0.17000E+02
      17   0.68550E+01  -0.63382E+01  -0.31450E+01  -0.68382E+01  -0.18000E+02
      17   0.66815E+01  -0.64882E+01  -0.33185E+01  -0.69882E+01  -0.19000E+02
      17   0.65151E+01  -0.66259E+01  -0.34849E+01  -0.71259E+01  -0.20000E+02
      17   0.63555E+01  -0.67525E+01  -0.36445E+01  -0.72525E+01  -0.21000E+02
      17   0.62025E+01  -0.68692E+01  -0.37975E+01  -0.73692E+01  -0.22000E+02
      17   0.60560E+01  -0.69770E+01  -0.39440E+01  -0.74770E+01  -0.23000E+02
      17   0.59156E+01  -0.70768E+01  -0.40844E+01  -0.75768E+01  -0.24000E+02
      17   0.57811E+01  -0.71694E+01  -0.42189E+01  -0.76694E+01  -0.25000E+02
      17   0.56523E+01  -0.72554E+01  -0.43477E+01  -0.77554E+01  -0.26000E+02
      17   0.55288E+01  -0.73355E+01  -0.44712E+01  -0.78355E+01  -0.27000E+02
      17   0.54104E+01  -0.74102E+01  -0.45896E+01  -0.79102E+01  -0.28000E+02
      17   0.52969E+01  -0.74801E+01  -0.47031E+01  -0.79801E+01  -0.29000E+02
      17   0.51880E+01  -0.75455E+01  -0.48120E+01  -0.80455E+01  -0.30000E+02
      17   0.50835E+01  -0.76069E+01  -0.49165E+01  -0.81069E+01  -0.31000E+02
      17   0.49832E+01  -0.76646E+01  -0.50168E+01  -0.81646E+01  -0.32000E+02
