  0.42265E+00  0.78868E+00  0.80417E+05  0.18619E+05 -0.49052E+04
  0.42265E+00  0.78868E+00  0.16235E+06  0.36701E+05 -0.10042E+05
  0.42265E+00  0.78868E+00  0.24514E+06  0.54157E+05 -0.15402E+05
  0.42265E+00  0.78868E+00  0.32812E+06  0.70930E+05 -0.20966E+05
  0.42265E+00  0.78868E+00  0.41075E+06  0.86985E+05 -0.26711E+05
  0.42265E+00  0.78868E+00  0.49254E+06  0.10232E+06 -0.32611E+05
  0.42265E+00  0.78868E+00  0.57309E+06  0.11693E+06 -0.38637E+05
  0.42265E+00  0.78868E+00  0.65221E+06  0.13086E+06 -0.44761E+05
  0.42265E+00  0.78868E+00  0.72970E+06  0.14414E+06 -0.50958E+05
  0.42265E+00  0.78868E+00  0.80547E+06  0.15682E+06 -0.57207E+05
  0.42265E+00  0.78868E+00  0.87948E+06  0.16894E+06 -0.63488E+05
  0.42265E+00  0.78868E+00  0.95172E+06  0.18055E+06 -0.69783E+05
  0.42265E+00  0.78868E+00  0.10204E+07  0.19118E+06 -0.75972E+05
  0.42265E+00  0.78868E+00  0.10890E+07  0.20184E+06 -0.82248E+05
  0.42265E+00  0.78868E+00  0.11560E+07  0.21212E+06 -0.88508E+05
  0.42265E+00  0.78868E+00  0.12215E+07  0.22205E+06 -0.94741E+05
  0.42265E+00  0.78868E+00  0.12856E+07  0.23166E+06 -0.10094E+06
  0.42265E+00  0.78868E+00  0.13482E+07  0.24097E+06 -0.10710E+06
  0.42265E+00  0.78868E+00  0.14095E+07  0.25001E+06 -0.11322E+06
  0.42265E+00  0.78868E+00  0.14696E+07  0.25880E+06 -0.11929E+06
  0.42265E+00  0.78868E+00  0.15284E+07  0.26738E+06 -0.12531E+06
  0.42265E+00  0.78868E+00  0.15861E+07  0.27574E+06 -0.13129E+06
  0.42265E+00  0.78868E+00  0.16428E+07  0.28391E+06 -0.13721E+06
  0.42265E+00  0.78868E+00  0.16984E+07  0.29191E+06 -0.14307E+06
  0.42265E+00  0.78868E+00  0.17530E+07  0.29975E+06 -0.14889E+06
  0.42265E+00  0.78868E+00  0.18067E+07  0.30744E+06 -0.15465E+06
  0.42265E+00  0.78868E+00  0.18596E+07  0.31500E+06 -0.16036E+06
  0.42265E+00  0.78868E+00  0.19116E+07  0.32243E+06 -0.16601E+06
  0.42265E+00  0.78868E+00  0.19628E+07  0.32974E+06 -0.17161E+06
  0.42265E+00  0.78868E+00  0.20133E+07  0.33695E+06 -0.17716E+06
  0.42265E+00  0.78868E+00  0.20630E+07  0.34405E+06 -0.18266E+06
  0.42265E+00  0.78868E+00  0.21121E+07  0.35106E+06 -0.18810E+06
