      17   0.10000E+02  -0.11634E+00  -0.37470E-15  -0.61634E+00  -0.10000E+01
      17   0.99690E+01  -0.26857E+00  -0.30980E-01  -0.76857E+00  -0.20000E+01
      17   0.98901E+01  -0.11644E+01  -0.10991E+00  -0.16644E+01  -0.30000E+01
      17   0.98272E+01  -0.12658E+01  -0.17278E+00  -0.17658E+01  -0.40000E+01
      17   0.96208E+01  -0.22693E+01  -0.37917E+00  -0.27693E+01  -0.50000E+01
      17   0.95421E+01  -0.23359E+01  -0.45790E+00  -0.28359E+01  -0.60000E+01
      17   0.92429E+01  -0.32102E+01  -0.75707E+00  -0.37102E+01  -0.70000E+01
      17   0.91659E+01  -0.32796E+01  -0.83412E+00  -0.37796E+01  -0.80000E+01
      17   0.88026E+01  -0.40388E+01  -0.11974E+01  -0.45388E+01  -0.90000E+01
      17   0.87266E+01  -0.41054E+01  -0.12734E+01  -0.46054E+01  -0.10000E+02
      17   0.83545E+01  -0.47082E+01  -0.16455E+01  -0.52082E+01  -0.11000E+02
      17   0.82768E+01  -0.47839E+01  -0.17232E+01  -0.52839E+01  -0.12000E+02
      17   0.79257E+01  -0.52508E+01  -0.20743E+01  -0.57508E+01  -0.13000E+02
      17   0.78407E+01  -0.53368E+01  -0.21593E+01  -0.58368E+01  -0.14000E+02
      17   0.75280E+01  -0.56913E+01  -0.24720E+01  -0.61913E+01  -0.15000E+02
      17   0.74303E+01  -0.57880E+01  -0.25697E+01  -0.62880E+01  -0.16000E+02
      17   0.71618E+01  -0.60550E+01  -0.28382E+01  -0.65550E+01  -0.17000E+02
      17   0.70488E+01  -0.61600E+01  -0.29512E+01  -0.66600E+01  -0.18000E+02
      17   0.68239E+01  -0.63604E+01  -0.31761E+01  -0.68604E+01  -0.19000E+02
      17   0.66977E+01  -0.64687E+01  -0.33023E+01  -0.69687E+01  -0.20000E+02
      17   0.65113E+01  -0.66205E+01  -0.34887E+01  -0.71205E+01  -0.21000E+02
      17   0.63782E+01  -0.67259E+01  -0.36218E+01  -0.72259E+01  -0.22000E+02
      17   0.62216E+01  -0.68441E+01  -0.37784E+01  -0.73441E+01  -0.23000E+02
      17   0.60899E+01  -0.69411E+01  -0.39101E+01  -0.74411E+01  -0.24000E+02
      17   0.59540E+01  -0.70375E+01  -0.40460E+01  -0.75375E+01  -0.25000E+02
      17   0.58295E+01  -0.71235E+01  -0.41705E+01  -0.76235E+01  -0.26000E+02
      17   0.57077E+01  -0.72051E+01  -0.42923E+01  -0.77051E+01  -0.27000E+02
      17   0.55924E+01  -0.72805E+01  -0.44076E+01  -0.77805E+01  -0.28000E+02
      17   0.54813E+01  -0.73513E+01  -0.45187E+01  -0.78513E+01  -0.29000E+02
      17   0.53750E+01  -0.74175E+01  -0.46250E+01  -0.79175E+01  -0.30000E+02
      17   0.52729E+01  -0.74798E+01  -0.47271E+01  -0.79798E+01  -0.31000E+02
      17   0.51748E+01  -0.75383E+01  -0.48252E+01  -0.80383E+01  -0.32000E+02
