  0.42541E+00  0.78603E+00  0.77595E+05  0.84583E+04 -0.54910E+04
  0.42824E+00  0.78335E+00  0.15429E+06  0.16509E+05 -0.12389E+05
  0.43110E+00  0.78065E+00  0.22924E+06  0.24137E+05 -0.20650E+05
  0.43397E+00  0.77795E+00  0.30175E+06  0.31346E+05 -0.30179E+05
  0.43681E+00  0.77526E+00  0.37131E+06  0.38155E+05 -0.40844E+05
  0.43961E+00  0.77257E+00  0.43758E+06  0.44592E+05 -0.52494E+05
  0.44236E+00  0.76991E+00  0.50042E+06  0.50690E+05 -0.64973E+05
  0.44503E+00  0.76727E+00  0.55980E+06  0.56485E+05 -0.78135E+05
  0.44762E+00  0.76465E+00  0.61572E+06  0.62001E+05 -0.91851E+05
  0.45013E+00  0.76207E+00  0.66840E+06  0.67283E+05 -0.10600E+06
  0.45256E+00  0.75951E+00  0.71800E+06  0.72358E+05 -0.12047E+06
  0.45491E+00  0.75699E+00  0.76470E+06  0.77253E+05 -0.13521E+06
  0.45718E+00  0.75450E+00  0.80869E+06  0.81991E+05 -0.15012E+06
  0.45938E+00  0.75203E+00  0.85018E+06  0.86591E+05 -0.16517E+06
  0.46150E+00  0.74960E+00  0.88935E+06  0.91071E+05 -0.18030E+06
  0.46355E+00  0.74719E+00  0.92638E+06  0.95447E+05 -0.19547E+06
  0.46549E+00  0.74492E+00  0.96050E+06  0.99448E+05 -0.21020E+06
  0.46741E+00  0.74258E+00  0.99366E+06  0.10363E+06 -0.22534E+06
  0.46927E+00  0.74026E+00  0.10251E+07  0.10776E+06 -0.24048E+06
  0.47109E+00  0.73797E+00  0.10551E+07  0.11182E+06 -0.25558E+06
  0.47284E+00  0.73569E+00  0.10835E+07  0.11583E+06 -0.27064E+06
  0.47455E+00  0.73344E+00  0.11106E+07  0.11980E+06 -0.28563E+06
