         1   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.10000E+01
         2   0.10000E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.99570E+00
         3   0.20000E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.98976E+00
         4   0.30000E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.98144E+00
         5   0.40000E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.97020E+00
         6   0.50000E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.95556E+00
         7   0.60000E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.93720E+00
         8   0.70000E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.91491E+00
         9   0.80000E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.88871E+00
        10   0.90000E-01   0.00000E+00   0.00000E+00   0.00000E+00   0.85881E+00
        11   0.10000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.82561E+00
        12   0.11000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.78968E+00
        13   0.12000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.75172E+00
        14   0.13000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.71249E+00
        15   0.14000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.67277E+00
        16   0.15000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.63332E+00
        17   0.16000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.59478E+00
        18   0.17000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.55773E+00
        19   0.18000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.52260E+00
        20   0.19000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.48968E+00
        21   0.20000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.45918E+00
        22   0.21000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.43117E+00
        23   0.22000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.40565E+00
        24   0.23000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.38256E+00
        25   0.24000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.36178E+00
        26   0.25000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.34316E+00
        27   0.26000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.32653E+00
        28   0.27000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.31172E+00
        29   0.28000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.29856E+00
        30   0.29000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.28688E+00
