    0.50000E-01   0.47885E-01
    0.10000E+00   0.91271E-01
    0.15000E+00   0.12884E+00
    0.20000E+00   0.16039E+00
    0.25000E+00   0.18638E+00
    0.30000E+00   0.20754E+00
    0.35000E+00   0.22467E+00
    0.40000E+00   0.23847E+00
    0.45000E+00   0.24957E+00
    0.50000E+00   0.25849E+00
    0.55000E+00   0.26564E+00
    0.60000E+00   0.27139E+00
    0.65000E+00   0.27600E+00
    0.70000E+00   0.27969E+00
    0.75000E+00   0.28266E+00
    0.80000E+00   0.28504E+00
    0.85000E+00   0.28695E+00
    0.90000E+00   0.28848E+00
    0.95000E+00   0.28970E+00
    0.10000E+01   0.29069E+00
    0.10500E+01   0.29148E+00
    0.11000E+01   0.29211E+00
    0.11500E+01   0.29262E+00
    0.12000E+01   0.29303E+00
    0.12500E+01   0.29335E+00
