    0.50000E-01   0.50008E-01
    0.10000E+00   0.98303E-01
    0.15000E+00   0.13999E+00
    0.20000E+00   0.17372E+00
    0.25000E+00   0.20037E+00
    0.30000E+00   0.22126E+00
    0.35000E+00   0.23759E+00
    0.40000E+00   0.25033E+00
    0.45000E+00   0.26028E+00
    0.50000E+00   0.26804E+00
    0.55000E+00   0.27410E+00
    0.60000E+00   0.27882E+00
    0.65000E+00   0.28251E+00
    0.70000E+00   0.28538E+00
    0.75000E+00   0.28763E+00
    0.80000E+00   0.28938E+00
    0.85000E+00   0.29075E+00
    0.90000E+00   0.29181E+00
    0.95000E+00   0.29264E+00
    0.10000E+01   0.29329E+00
    0.10500E+01   0.29380E+00
    0.11000E+01   0.29419E+00
    0.11500E+01   0.29450E+00
    0.12000E+01   0.29474E+00
    0.12500E+01   0.29493E+00
