    0.50000E-01   0.49710E-01
    0.10000E+00   0.97457E-01
    0.15000E+00   0.13975E+00
    0.20000E+00   0.17395E+00
    0.25000E+00   0.20062E+00
    0.30000E+00   0.22154E+00
    0.35000E+00   0.23786E+00
    0.40000E+00   0.25056E+00
    0.45000E+00   0.26049E+00
    0.50000E+00   0.26822E+00
    0.55000E+00   0.27425E+00
    0.60000E+00   0.27895E+00
    0.65000E+00   0.28262E+00
    0.70000E+00   0.28548E+00
    0.75000E+00   0.28771E+00
    0.80000E+00   0.28945E+00
    0.85000E+00   0.29080E+00
    0.90000E+00   0.29186E+00
    0.95000E+00   0.29268E+00
    0.10000E+01   0.29332E+00
    0.10500E+01   0.29382E+00
    0.11000E+01   0.29421E+00
    0.11500E+01   0.29452E+00
    0.12000E+01   0.29476E+00
    0.12500E+01   0.29494E+00
