    0.50000E-01   0.49953E-01
    0.10000E+00   0.97888E-01
    0.15000E+00   0.13927E+00
    0.20000E+00   0.17282E+00
    0.25000E+00   0.19938E+00
    0.30000E+00   0.22022E+00
    0.35000E+00   0.23653E+00
    0.40000E+00   0.24927E+00
    0.45000E+00   0.25922E+00
    0.50000E+00   0.26699E+00
    0.55000E+00   0.27306E+00
    0.60000E+00   0.27780E+00
    0.65000E+00   0.28150E+00
    0.70000E+00   0.28438E+00
    0.75000E+00   0.28664E+00
    0.80000E+00   0.28840E+00
    0.85000E+00   0.28978E+00
    0.90000E+00   0.29085E+00
    0.95000E+00   0.29169E+00
    0.10000E+01   0.29235E+00
    0.10500E+01   0.29286E+00
    0.11000E+01   0.29326E+00
    0.11500E+01   0.29357E+00
    0.12000E+01   0.29381E+00
    0.12500E+01   0.29400E+00
