    0.50000E-01   0.49642E-01
    0.10000E+00   0.97115E-01
    0.15000E+00   0.13903E+00
    0.20000E+00   0.17303E+00
    0.25000E+00   0.19963E+00
    0.30000E+00   0.22050E+00
    0.35000E+00   0.23679E+00
    0.40000E+00   0.24950E+00
    0.45000E+00   0.25943E+00
    0.50000E+00   0.26717E+00
    0.55000E+00   0.27321E+00
    0.60000E+00   0.27793E+00
    0.65000E+00   0.28161E+00
    0.70000E+00   0.28448E+00
    0.75000E+00   0.28672E+00
    0.80000E+00   0.28847E+00
    0.85000E+00   0.28983E+00
    0.90000E+00   0.29090E+00
    0.95000E+00   0.29173E+00
    0.10000E+01   0.29238E+00
    0.10500E+01   0.29288E+00
    0.11000E+01   0.29328E+00
    0.11500E+01   0.29358E+00
    0.12000E+01   0.29383E+00
    0.12500E+01   0.29401E+00
