    0.50000E-01   0.48025E-01
    0.10000E+00   0.91637E-01
    0.15000E+00   0.12943E+00
    0.20000E+00   0.16115E+00
    0.25000E+00   0.18725E+00
    0.30000E+00   0.20849E+00
    0.35000E+00   0.22566E+00
    0.40000E+00   0.23949E+00
    0.45000E+00   0.25060E+00
    0.50000E+00   0.25952E+00
    0.55000E+00   0.26667E+00
    0.60000E+00   0.27241E+00
    0.65000E+00   0.27701E+00
    0.70000E+00   0.28070E+00
    0.75000E+00   0.28365E+00
    0.80000E+00   0.28602E+00
    0.85000E+00   0.28792E+00
    0.90000E+00   0.28945E+00
    0.95000E+00   0.29067E+00
    0.10000E+01   0.29164E+00
    0.10500E+01   0.29243E+00
    0.11000E+01   0.29306E+00
    0.11500E+01   0.29356E+00
    0.12000E+01   0.29397E+00
    0.12500E+01   0.29429E+00
